# Equatorial Pacific Tree Ring Based SST Reconstruction 1100-2000 CE
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data.
# If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with '#' followed by a space
# Data lines have no '#'
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39379
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-39379.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI:
#
# Science_Keywords: sea surface temperature reconstruction, ENSO
#---------------------------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/cook2024/cook2024-ENSO-latlon.txt
#   Data_Download_Description: NOAA Template File; ENSO Reconstruction Grid Location Lat/Lon Data
#
#---------------------------------------
# Contribution_Date
#   Date: 2024-04-15
#---------------------------------------
# File_Last_Modified_Date
#   Date: 2024-04-15
#---------------------------------------
# Title
#   Study_Name: Equatorial Pacific Tree Ring Based SST Reconstruction 1100-2000 CE
#---------------------------------------
# Investigators
#   Investigators: Cook, Edward R.; Cane, Mark A.
#---------------------------------------
# Description_Notes_and_Keywords
#   Description: Each column number of SST values (1-2397) in the data files corresponds to its respective grid point number's coordinates in cook2024-ENSO-latlon.txt
#---------------------------------------
# Publication
#   Authors: Cook, Edward R. and Mark A. Cane
#   Published_Date_or_Year: 2024
#   Published_Title: Tree Rings Reveal ENSO in the Last Millennium
#   Journal_Name: Geophysical Research Letters
#   Volume: 
#   Edition: 
#   Issue: 
#   Pages: 
#   Report_Number: 
#   DOI: 
#   Online_Resource: 
#   Full_Citation: 
#   Abstract: 
#---------------------------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#---------------------------------------
# Site_Information
#   Site_Name: Equatorial Pacific 10N to 10S
#   Location: Pacific Ocean
#   Northernmost_Latitude: 10
#   Southernmost_Latitude: -10
#   Easternmost_Longitude: -80
#   Westernmost_Longitude: 160
#   Elevation_m: 
#---------------------------------------
# Data_Collection
#   Collection_Name: ENSO Grid Lat/Lon Cook2024
#   First_Year: 
#   Last_Year: 
#   Time_Unit: 
#   Core_Length_m: 
#   Parameter_Keywords: sea surface temperature
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## gridpoint	notes,,, ,,climate reconstructions,,,N,grid point number
## lat	latitude,,,degree north,,climate reconstructions,,,N,
## lon	longitude,,,degree east,,climate reconstructions,,,N,
## notes	notes,,,,,climate reconstructions,,,N,
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NA
gridpoint	lat	lon	notes
877	2.5	-142.5	Hadley ENSO SST
878	2.5	-141.5	Hadley ENSO SST
879	2.5	-140.5	Hadley ENSO SST
880	2.5	-139.5	Hadley ENSO SST
881	2.5	-138.5	Hadley ENSO SST
882	2.5	-137.5	Hadley ENSO SST
883	2.5	-136.5	Hadley ENSO SST
884	2.5	-135.5	Hadley ENSO SST
885	2.5	-134.5	Hadley ENSO SST
886	2.5	-133.5	Hadley ENSO SST
887	2.5	-132.5	Hadley ENSO SST
888	2.5	-131.5	Hadley ENSO SST
889	2.5	-130.5	Hadley ENSO SST
890	2.5	-129.5	Hadley ENSO SST
891	2.5	-128.5	Hadley ENSO SST
892	2.5	-127.5	Hadley ENSO SST
893	2.5	-126.5	Hadley ENSO SST
894	2.5	-125.5	Hadley ENSO SST
895	2.5	-124.5	Hadley ENSO SST
896	2.5	-123.5	Hadley ENSO SST
897	2.5	-122.5	Hadley ENSO SST
898	2.5	-121.5	Hadley ENSO SST
899	2.5	-120.5	Hadley ENSO SST
900	2.5	-119.5	Hadley ENSO SST
901	2.5	-118.5	Hadley ENSO SST
902	2.5	-117.5	Hadley ENSO SST
903	2.5	-116.5	Hadley ENSO SST
904	2.5	-115.5	Hadley ENSO SST
905	2.5	-114.5	Hadley ENSO SST
906	2.5	-113.5	Hadley ENSO SST
907	2.5	-112.5	Hadley ENSO SST
908	2.5	-111.5	Hadley ENSO SST
909	2.5	-110.5	Hadley ENSO SST
910	2.5	-109.5	Hadley ENSO SST
911	2.5	-108.5	Hadley ENSO SST
912	2.5	-107.5	Hadley ENSO SST
913	2.5	-106.5	Hadley ENSO SST
914	2.5	-105.5	Hadley ENSO SST
915	2.5	-104.5	Hadley ENSO SST
916	2.5	-103.5	Hadley ENSO SST
917	2.5	-102.5	Hadley ENSO SST
918	2.5	-101.5	Hadley ENSO SST
919	2.5	-100.5	Hadley ENSO SST
920	2.5	-99.5	Hadley ENSO SST
921	2.5	-98.5	Hadley ENSO SST
922	2.5	-97.5	Hadley ENSO SST
923	2.5	-96.5	Hadley ENSO SST
924	2.5	-95.5	Hadley ENSO SST
925	2.5	-94.5	Hadley ENSO SST
926	2.5	-93.5	Hadley ENSO SST
927	2.5	-92.5	Hadley ENSO SST
928	2.5	-91.5	Hadley ENSO SST
929	2.5	-90.5	Hadley ENSO SST
930	2.5	-89.5	Hadley ENSO SST
931	2.5	-88.5	Hadley ENSO SST
932	2.5	-87.5	Hadley ENSO SST
933	2.5	-86.5	Hadley ENSO SST
934	2.5	-85.5	Hadley ENSO SST
935	2.5	-84.5	Hadley ENSO SST
936	2.5	-83.5	Hadley ENSO SST
937	2.5	-82.5	Hadley ENSO SST
938	2.5	-81.5	Hadley ENSO SST
939	2.5	-80.5	Hadley ENSO SST
940	2.5	160.5	Hadley ENSO SST
941	2.5	161.5	Hadley ENSO SST
942	2.5	162.5	Hadley ENSO SST
943	2.5	163.5	Hadley ENSO SST
944	2.5	164.5	Hadley ENSO SST
945	2.5	165.5	Hadley ENSO SST
946	2.5	166.5	Hadley ENSO SST
947	2.5	167.5	Hadley ENSO SST
948	2.5	168.5	Hadley ENSO SST
949	2.5	169.5	Hadley ENSO SST
950	2.5	170.5	Hadley ENSO SST
951	2.5	171.5	Hadley ENSO SST
952	2.5	172.5	Hadley ENSO SST
953	2.5	173.5	Hadley ENSO SST
954	2.5	174.5	Hadley ENSO SST
955	2.5	175.5	Hadley ENSO SST
956	2.5	176.5	Hadley ENSO SST
957	2.5	177.5	Hadley ENSO SST
958	2.5	178.5	Hadley ENSO SST
959	2.5	179.5	Hadley ENSO SST
960	1.5	-179.5	Hadley ENSO SST
961	1.5	-178.5	Hadley ENSO SST
962	1.5	-177.5	Hadley ENSO SST
963	1.5	-176.5	Hadley ENSO SST
964	1.5	-175.5	Hadley ENSO SST
965	1.5	-174.5	Hadley ENSO SST
966	1.5	-173.5	Hadley ENSO SST
967	1.5	-172.5	Hadley ENSO SST
968	1.5	-171.5	Hadley ENSO SST
969	1.5	-170.5	Hadley ENSO SST
970	1.5	-169.5	Hadley ENSO SST
971	1.5	-168.5	Hadley ENSO SST
972	1.5	-167.5	Hadley ENSO SST
973	1.5	-166.5	Hadley ENSO SST
974	1.5	-165.5	Hadley ENSO SST
975	1.5	-164.5	Hadley ENSO SST
976	1.5	-163.5	Hadley ENSO SST
977	1.5	-162.5	Hadley ENSO SST
978	1.5	-161.5	Hadley ENSO SST
979	1.5	-160.5	Hadley ENSO SST
980	1.5	-159.5	Hadley ENSO SST
981	1.5	-158.5	Hadley ENSO SST
982	1.5	-157.5	Hadley ENSO SST
983	1.5	-156.5	Hadley ENSO SST
984	1.5	-155.5	Hadley ENSO SST
985	1.5	-154.5	Hadley ENSO SST
986	1.5	-153.5	Hadley ENSO SST
987	1.5	-152.5	Hadley ENSO SST
988	1.5	-151.5	Hadley ENSO SST
989	1.5	-150.5	Hadley ENSO SST
990	1.5	-149.5	Hadley ENSO SST
991	1.5	-148.5	Hadley ENSO SST
992	1.5	-147.5	Hadley ENSO SST
993	1.5	-146.5	Hadley ENSO SST
994	1.5	-145.5	Hadley ENSO SST
995	1.5	-144.5	Hadley ENSO SST
996	1.5	-143.5	Hadley ENSO SST
997	1.5	-142.5	Hadley ENSO SST
998	1.5	-141.5	Hadley ENSO SST
999	1.5	-140.5	Hadley ENSO SST
1000	1.5	-139.5	Hadley ENSO SST
1001	1.5	-138.5	Hadley ENSO SST
1002	1.5	-137.5	Hadley ENSO SST
1003	1.5	-136.5	Hadley ENSO SST
1004	1.5	-135.5	Hadley ENSO SST
1005	1.5	-134.5	Hadley ENSO SST
1006	1.5	-133.5	Hadley ENSO SST
1007	1.5	-132.5	Hadley ENSO SST
1008	1.5	-131.5	Hadley ENSO SST
1009	1.5	-130.5	Hadley ENSO SST
1010	1.5	-129.5	Hadley ENSO SST
1011	1.5	-128.5	Hadley ENSO SST
1012	1.5	-127.5	Hadley ENSO SST
1013	1.5	-126.5	Hadley ENSO SST
1014	1.5	-125.5	Hadley ENSO SST
1015	1.5	-124.5	Hadley ENSO SST
1016	1.5	-123.5	Hadley ENSO SST
1017	1.5	-122.5	Hadley ENSO SST
1018	1.5	-121.5	Hadley ENSO SST
1019	1.5	-120.5	Hadley ENSO SST
1020	1.5	-119.5	Hadley ENSO SST
1021	1.5	-118.5	Hadley ENSO SST
1022	1.5	-117.5	Hadley ENSO SST
1023	1.5	-116.5	Hadley ENSO SST
1024	1.5	-115.5	Hadley ENSO SST
1025	1.5	-114.5	Hadley ENSO SST
1026	1.5	-113.5	Hadley ENSO SST
1027	1.5	-112.5	Hadley ENSO SST
1028	1.5	-111.5	Hadley ENSO SST
1029	1.5	-110.5	Hadley ENSO SST
1030	1.5	-109.5	Hadley ENSO SST
1031	1.5	-108.5	Hadley ENSO SST
1032	1.5	-107.5	Hadley ENSO SST
1033	1.5	-106.5	Hadley ENSO SST
1034	1.5	-105.5	Hadley ENSO SST
1035	1.5	-104.5	Hadley ENSO SST
1036	1.5	-103.5	Hadley ENSO SST
1037	1.5	-102.5	Hadley ENSO SST
1038	1.5	-101.5	Hadley ENSO SST
1039	1.5	-100.5	Hadley ENSO SST
1040	1.5	-99.5	Hadley ENSO SST
1041	1.5	-98.5	Hadley ENSO SST
1042	1.5	-97.5	Hadley ENSO SST
1043	1.5	-96.5	Hadley ENSO SST
1044	1.5	-95.5	Hadley ENSO SST
1045	1.5	-94.5	Hadley ENSO SST
1046	1.5	-93.5	Hadley ENSO SST
1047	1.5	-92.5	Hadley ENSO SST
1048	1.5	-91.5	Hadley ENSO SST
1049	1.5	-90.5	Hadley ENSO SST
1050	1.5	-89.5	Hadley ENSO SST
1051	1.5	-88.5	Hadley ENSO SST
1052	1.5	-87.5	Hadley ENSO SST
1053	1.5	-86.5	Hadley ENSO SST
1054	1.5	-85.5	Hadley ENSO SST
1055	1.5	-84.5	Hadley ENSO SST
1056	1.5	-83.5	Hadley ENSO SST
1057	1.5	-82.5	Hadley ENSO SST
1058	1.5	-81.5	Hadley ENSO SST
1059	1.5	-80.5	Hadley ENSO SST
1060	1.5	160.5	Hadley ENSO SST
1061	1.5	161.5	Hadley ENSO SST
1062	1.5	162.5	Hadley ENSO SST
1063	1.5	163.5	Hadley ENSO SST
1064	1.5	164.5	Hadley ENSO SST
1065	1.5	165.5	Hadley ENSO SST
1066	1.5	166.5	Hadley ENSO SST
1067	1.5	167.5	Hadley ENSO SST
1068	1.5	168.5	Hadley ENSO SST
1069	1.5	169.5	Hadley ENSO SST
1070	1.5	170.5	Hadley ENSO SST
1071	1.5	171.5	Hadley ENSO SST
1072	1.5	172.5	Hadley ENSO SST
1073	1.5	173.5	Hadley ENSO SST
1074	1.5	174.5	Hadley ENSO SST
1075	1.5	175.5	Hadley ENSO SST
1076	1.5	176.5	Hadley ENSO SST
1077	1.5	177.5	Hadley ENSO SST
1078	1.5	178.5	Hadley ENSO SST
1079	1.5	179.5	Hadley ENSO SST
1080	0.5	-179.5	Hadley ENSO SST
1081	0.5	-178.5	Hadley ENSO SST
1082	0.5	-177.5	Hadley ENSO SST
1083	0.5	-176.5	Hadley ENSO SST
1084	0.5	-175.5	Hadley ENSO SST
1085	0.5	-174.5	Hadley ENSO SST
1086	0.5	-173.5	Hadley ENSO SST
1087	0.5	-172.5	Hadley ENSO SST
1088	0.5	-171.5	Hadley ENSO SST
1089	0.5	-170.5	Hadley ENSO SST
1090	0.5	-169.5	Hadley ENSO SST
1091	0.5	-168.5	Hadley ENSO SST
1092	0.5	-167.5	Hadley ENSO SST
1093	0.5	-166.5	Hadley ENSO SST
1094	0.5	-165.5	Hadley ENSO SST
1095	0.5	-164.5	Hadley ENSO SST
1096	0.5	-163.5	Hadley ENSO SST
1097	0.5	-162.5	Hadley ENSO SST
1098	0.5	-161.5	Hadley ENSO SST
1099	0.5	-160.5	Hadley ENSO SST
1100	0.5	-159.5	Hadley ENSO SST
1101	0.5	-158.5	Hadley ENSO SST
1102	0.5	-157.5	Hadley ENSO SST
1103	0.5	-156.5	Hadley ENSO SST
1104	0.5	-155.5	Hadley ENSO SST
1105	0.5	-154.5	Hadley ENSO SST
1106	0.5	-153.5	Hadley ENSO SST
1107	0.5	-152.5	Hadley ENSO SST
1108	0.5	-151.5	Hadley ENSO SST
1109	0.5	-150.5	Hadley ENSO SST
1110	0.5	-149.5	Hadley ENSO SST
1111	0.5	-148.5	Hadley ENSO SST
1112	0.5	-147.5	Hadley ENSO SST
1113	0.5	-146.5	Hadley ENSO SST
1114	0.5	-145.5	Hadley ENSO SST
1115	0.5	-144.5	Hadley ENSO SST
1116	0.5	-143.5	Hadley ENSO SST
1117	0.5	-142.5	Hadley ENSO SST
1118	0.5	-141.5	Hadley ENSO SST
1119	0.5	-140.5	Hadley ENSO SST
1120	0.5	-139.5	Hadley ENSO SST
1121	0.5	-138.5	Hadley ENSO SST
1122	0.5	-137.5	Hadley ENSO SST
1123	0.5	-136.5	Hadley ENSO SST
1124	0.5	-135.5	Hadley ENSO SST
1125	0.5	-134.5	Hadley ENSO SST
1126	0.5	-133.5	Hadley ENSO SST
1127	0.5	-132.5	Hadley ENSO SST
1128	0.5	-131.5	Hadley ENSO SST
1129	0.5	-130.5	Hadley ENSO SST
1130	0.5	-129.5	Hadley ENSO SST
1131	0.5	-128.5	Hadley ENSO SST
1132	0.5	-127.5	Hadley ENSO SST
1133	0.5	-126.5	Hadley ENSO SST
1134	0.5	-125.5	Hadley ENSO SST
1135	0.5	-124.5	Hadley ENSO SST
1136	0.5	-123.5	Hadley ENSO SST
1137	0.5	-122.5	Hadley ENSO SST
1138	0.5	-121.5	Hadley ENSO SST
1139	0.5	-120.5	Hadley ENSO SST
1140	0.5	-119.5	Hadley ENSO SST
1141	0.5	-118.5	Hadley ENSO SST
1142	0.5	-117.5	Hadley ENSO SST
1143	0.5	-116.5	Hadley ENSO SST
1144	0.5	-115.5	Hadley ENSO SST
1145	0.5	-114.5	Hadley ENSO SST
1146	0.5	-113.5	Hadley ENSO SST
1147	0.5	-112.5	Hadley ENSO SST
1148	0.5	-111.5	Hadley ENSO SST
1149	0.5	-110.5	Hadley ENSO SST
1150	0.5	-109.5	Hadley ENSO SST
1151	0.5	-108.5	Hadley ENSO SST
1152	0.5	-107.5	Hadley ENSO SST
1153	0.5	-106.5	Hadley ENSO SST
1154	0.5	-105.5	Hadley ENSO SST
1155	0.5	-104.5	Hadley ENSO SST
1156	0.5	-103.5	Hadley ENSO SST
1157	0.5	-102.5	Hadley ENSO SST
1158	0.5	-101.5	Hadley ENSO SST
1159	0.5	-100.5	Hadley ENSO SST
1160	0.5	-99.5	Hadley ENSO SST
1161	0.5	-98.5	Hadley ENSO SST
1162	0.5	-97.5	Hadley ENSO SST
1163	0.5	-96.5	Hadley ENSO SST
1164	0.5	-95.5	Hadley ENSO SST
1165	0.5	-94.5	Hadley ENSO SST
1166	0.5	-93.5	Hadley ENSO SST
1167	0.5	-92.5	Hadley ENSO SST
1168	0.5	-91.5	Hadley ENSO SST
1169	0.5	-90.5	Hadley ENSO SST
1170	0.5	-89.5	Hadley ENSO SST
1171	0.5	-88.5	Hadley ENSO SST
1172	0.5	-87.5	Hadley ENSO SST
1173	0.5	-86.5	Hadley ENSO SST
1174	0.5	-85.5	Hadley ENSO SST
1175	0.5	-84.5	Hadley ENSO SST
1176	0.5	-83.5	Hadley ENSO SST
1177	0.5	-82.5	Hadley ENSO SST
1178	0.5	-81.5	Hadley ENSO SST
1179	0.5	-80.5	Hadley ENSO SST
1180	0.5	160.5	Hadley ENSO SST
1181	0.5	161.5	Hadley ENSO SST
1182	0.5	162.5	Hadley ENSO SST
1183	0.5	163.5	Hadley ENSO SST
1184	0.5	164.5	Hadley ENSO SST
1185	0.5	165.5	Hadley ENSO SST
1186	0.5	166.5	Hadley ENSO SST
1187	0.5	167.5	Hadley ENSO SST
1188	0.5	168.5	Hadley ENSO SST
1189	0.5	169.5	Hadley ENSO SST
1190	0.5	170.5	Hadley ENSO SST
1191	0.5	171.5	Hadley ENSO SST
1192	0.5	172.5	Hadley ENSO SST
1193	0.5	173.5	Hadley ENSO SST
1194	0.5	174.5	Hadley ENSO SST
1195	0.5	175.5	Hadley ENSO SST
1196	0.5	176.5	Hadley ENSO SST
1197	0.5	177.5	Hadley ENSO SST
1198	0.5	178.5	Hadley ENSO SST
1199	0.5	179.5	Hadley ENSO SST
1200	-0.5	-179.5	Hadley ENSO SST
1201	-0.5	-178.5	Hadley ENSO SST
1202	-0.5	-177.5	Hadley ENSO SST
1203	-0.5	-176.5	Hadley ENSO SST
1204	-0.5	-175.5	Hadley ENSO SST
1205	-0.5	-174.5	Hadley ENSO SST
1206	-0.5	-173.5	Hadley ENSO SST
1207	-0.5	-172.5	Hadley ENSO SST
1208	-0.5	-171.5	Hadley ENSO SST
1209	-0.5	-170.5	Hadley ENSO SST
1210	-0.5	-169.5	Hadley ENSO SST
1211	-0.5	-168.5	Hadley ENSO SST
1212	-0.5	-167.5	Hadley ENSO SST
1213	-0.5	-166.5	Hadley ENSO SST
1214	-0.5	-165.5	Hadley ENSO SST
1215	-0.5	-164.5	Hadley ENSO SST
1216	-0.5	-163.5	Hadley ENSO SST
1217	-0.5	-162.5	Hadley ENSO SST
1218	-0.5	-161.5	Hadley ENSO SST
1219	-0.5	-160.5	Hadley ENSO SST
1220	-0.5	-159.5	Hadley ENSO SST
1221	-0.5	-158.5	Hadley ENSO SST
1222	-0.5	-157.5	Hadley ENSO SST
1223	-0.5	-156.5	Hadley ENSO SST
1224	-0.5	-155.5	Hadley ENSO SST
1225	-0.5	-154.5	Hadley ENSO SST
1226	-0.5	-153.5	Hadley ENSO SST
1227	-0.5	-152.5	Hadley ENSO SST
1228	-0.5	-151.5	Hadley ENSO SST
1229	-0.5	-150.5	Hadley ENSO SST
1230	-0.5	-149.5	Hadley ENSO SST
1231	-0.5	-148.5	Hadley ENSO SST
1232	-0.5	-147.5	Hadley ENSO SST
1233	-0.5	-146.5	Hadley ENSO SST
1234	-0.5	-145.5	Hadley ENSO SST
1235	-0.5	-144.5	Hadley ENSO SST
1236	-0.5	-143.5	Hadley ENSO SST
1237	-0.5	-142.5	Hadley ENSO SST
1238	-0.5	-141.5	Hadley ENSO SST
1239	-0.5	-140.5	Hadley ENSO SST
1240	-0.5	-139.5	Hadley ENSO SST
1241	-0.5	-138.5	Hadley ENSO SST
1242	-0.5	-137.5	Hadley ENSO SST
1243	-0.5	-136.5	Hadley ENSO SST
1244	-0.5	-135.5	Hadley ENSO SST
1245	-0.5	-134.5	Hadley ENSO SST
1246	-0.5	-133.5	Hadley ENSO SST
1247	-0.5	-132.5	Hadley ENSO SST
1248	-0.5	-131.5	Hadley ENSO SST
1249	-0.5	-130.5	Hadley ENSO SST
1250	-0.5	-129.5	Hadley ENSO SST
1251	-0.5	-128.5	Hadley ENSO SST
1252	-0.5	-127.5	Hadley ENSO SST
1253	-0.5	-126.5	Hadley ENSO SST
1254	-0.5	-125.5	Hadley ENSO SST
1255	-0.5	-124.5	Hadley ENSO SST
1256	-0.5	-123.5	Hadley ENSO SST
1257	-0.5	-122.5	Hadley ENSO SST
1258	-0.5	-121.5	Hadley ENSO SST
1259	-0.5	-120.5	Hadley ENSO SST
1260	-0.5	-119.5	Hadley ENSO SST
1261	-0.5	-118.5	Hadley ENSO SST
1262	-0.5	-117.5	Hadley ENSO SST
1263	-0.5	-116.5	Hadley ENSO SST
1264	-0.5	-115.5	Hadley ENSO SST
1265	-0.5	-114.5	Hadley ENSO SST
1266	-0.5	-113.5	Hadley ENSO SST
1267	-0.5	-112.5	Hadley ENSO SST
1268	-0.5	-111.5	Hadley ENSO SST
1269	-0.5	-110.5	Hadley ENSO SST
1270	-0.5	-109.5	Hadley ENSO SST
1271	-0.5	-108.5	Hadley ENSO SST
1272	-0.5	-107.5	Hadley ENSO SST
1273	-0.5	-106.5	Hadley ENSO SST
1274	-0.5	-105.5	Hadley ENSO SST
1275	-0.5	-104.5	Hadley ENSO SST
1276	-0.5	-103.5	Hadley ENSO SST
1277	-0.5	-102.5	Hadley ENSO SST
1278	-0.5	-101.5	Hadley ENSO SST
1279	-0.5	-100.5	Hadley ENSO SST
1280	-0.5	-99.5	Hadley ENSO SST
1281	-0.5	-98.5	Hadley ENSO SST
1282	-0.5	-97.5	Hadley ENSO SST
1283	-0.5	-96.5	Hadley ENSO SST
1284	-0.5	-95.5	Hadley ENSO SST
1285	-0.5	-94.5	Hadley ENSO SST
1286	-0.5	-93.5	Hadley ENSO SST
1287	-0.5	-92.5	Hadley ENSO SST
1288	-0.5	-91.5	Hadley ENSO SST
1289	-0.5	-90.5	Hadley ENSO SST
1290	-0.5	-89.5	Hadley ENSO SST
1291	-0.5	-88.5	Hadley ENSO SST
1292	-0.5	-87.5	Hadley ENSO SST
1293	-0.5	-86.5	Hadley ENSO SST
1294	-0.5	-85.5	Hadley ENSO SST
1295	-0.5	-84.5	Hadley ENSO SST
1296	-0.5	-83.5	Hadley ENSO SST
1297	-0.5	-82.5	Hadley ENSO SST
1298	-0.5	-81.5	Hadley ENSO SST
1299	-0.5	-80.5	Hadley ENSO SST
1300	-0.5	160.5	Hadley ENSO SST
1301	-0.5	161.5	Hadley ENSO SST
1302	-0.5	162.5	Hadley ENSO SST
1303	-0.5	163.5	Hadley ENSO SST
1304	-0.5	164.5	Hadley ENSO SST
1305	-0.5	165.5	Hadley ENSO SST
1306	-0.5	166.5	Hadley ENSO SST
1307	-0.5	167.5	Hadley ENSO SST
1308	-0.5	168.5	Hadley ENSO SST
1309	-0.5	169.5	Hadley ENSO SST
1310	-0.5	170.5	Hadley ENSO SST
1311	-0.5	171.5	Hadley ENSO SST
1312	-0.5	172.5	Hadley ENSO SST
1313	-0.5	173.5	Hadley ENSO SST
1314	-0.5	174.5	Hadley ENSO SST
1315	-0.5	175.5	Hadley ENSO SST
1316	-0.5	176.5	Hadley ENSO SST
1317	-0.5	177.5	Hadley ENSO SST
1318	-0.5	178.5	Hadley ENSO SST
1319	-0.5	179.5	Hadley ENSO SST
1320	-1.5	-179.5	Hadley ENSO SST
1321	-1.5	-178.5	Hadley ENSO SST
1322	-1.5	-177.5	Hadley ENSO SST
1323	-1.5	-176.5	Hadley ENSO SST
1324	-1.5	-175.5	Hadley ENSO SST
1325	-1.5	-174.5	Hadley ENSO SST
1326	-1.5	-173.5	Hadley ENSO SST
1327	-1.5	-172.5	Hadley ENSO SST
1328	-1.5	-171.5	Hadley ENSO SST
1329	-1.5	-170.5	Hadley ENSO SST
1330	-1.5	-169.5	Hadley ENSO SST
1331	-1.5	-168.5	Hadley ENSO SST
1332	-1.5	-167.5	Hadley ENSO SST
1333	-1.5	-166.5	Hadley ENSO SST
1334	-1.5	-165.5	Hadley ENSO SST
1335	-1.5	-164.5	Hadley ENSO SST
1336	-1.5	-163.5	Hadley ENSO SST
1337	-1.5	-162.5	Hadley ENSO SST
1338	-1.5	-161.5	Hadley ENSO SST
1339	-1.5	-160.5	Hadley ENSO SST
1340	-1.5	-159.5	Hadley ENSO SST
1341	-1.5	-158.5	Hadley ENSO SST
1342	-1.5	-157.5	Hadley ENSO SST
1343	-1.5	-156.5	Hadley ENSO SST
1344	-1.5	-155.5	Hadley ENSO SST
1345	-1.5	-154.5	Hadley ENSO SST
1346	-1.5	-153.5	Hadley ENSO SST
1347	-1.5	-152.5	Hadley ENSO SST
1348	-1.5	-151.5	Hadley ENSO SST
1349	-1.5	-150.5	Hadley ENSO SST
1350	-1.5	-149.5	Hadley ENSO SST
1351	-1.5	-148.5	Hadley ENSO SST
1352	-1.5	-147.5	Hadley ENSO SST
1353	-1.5	-146.5	Hadley ENSO SST
1354	-1.5	-145.5	Hadley ENSO SST
1355	-1.5	-144.5	Hadley ENSO SST
1356	-1.5	-143.5	Hadley ENSO SST
1357	-1.5	-142.5	Hadley ENSO SST
1358	-1.5	-141.5	Hadley ENSO SST
1359	-1.5	-140.5	Hadley ENSO SST
1360	-1.5	-139.5	Hadley ENSO SST
1361	-1.5	-138.5	Hadley ENSO SST
1362	-1.5	-137.5	Hadley ENSO SST
1363	-1.5	-136.5	Hadley ENSO SST
1364	-1.5	-135.5	Hadley ENSO SST
1365	-1.5	-134.5	Hadley ENSO SST
1366	-1.5	-133.5	Hadley ENSO SST
1367	-1.5	-132.5	Hadley ENSO SST
1368	-1.5	-131.5	Hadley ENSO SST
1369	-1.5	-130.5	Hadley ENSO SST
1370	-1.5	-129.5	Hadley ENSO SST
1371	-1.5	-128.5	Hadley ENSO SST
1372	-1.5	-127.5	Hadley ENSO SST
1373	-1.5	-126.5	Hadley ENSO SST
1374	-1.5	-125.5	Hadley ENSO SST
1375	-1.5	-124.5	Hadley ENSO SST
1376	-1.5	-123.5	Hadley ENSO SST
1377	-1.5	-122.5	Hadley ENSO SST
1378	-1.5	-121.5	Hadley ENSO SST
1379	-1.5	-120.5	Hadley ENSO SST
1380	-1.5	-119.5	Hadley ENSO SST
1381	-1.5	-118.5	Hadley ENSO SST
1382	-1.5	-117.5	Hadley ENSO SST
1383	-1.5	-116.5	Hadley ENSO SST
1384	-1.5	-115.5	Hadley ENSO SST
1385	-1.5	-114.5	Hadley ENSO SST
1386	-1.5	-113.5	Hadley ENSO SST
1387	-1.5	-112.5	Hadley ENSO SST
1388	-1.5	-111.5	Hadley ENSO SST
1389	-1.5	-110.5	Hadley ENSO SST
1390	-1.5	-109.5	Hadley ENSO SST
1391	-1.5	-108.5	Hadley ENSO SST
1392	-1.5	-107.5	Hadley ENSO SST
1393	-1.5	-106.5	Hadley ENSO SST
1394	-1.5	-105.5	Hadley ENSO SST
1395	-1.5	-104.5	Hadley ENSO SST
1396	-1.5	-103.5	Hadley ENSO SST
1397	-1.5	-102.5	Hadley ENSO SST
1398	-1.5	-101.5	Hadley ENSO SST
1399	-1.5	-100.5	Hadley ENSO SST
1400	-1.5	-99.5	Hadley ENSO SST
1401	-1.5	-98.5	Hadley ENSO SST
1402	-1.5	-97.5	Hadley ENSO SST
1403	-1.5	-96.5	Hadley ENSO SST
1404	-1.5	-95.5	Hadley ENSO SST
1405	-1.5	-94.5	Hadley ENSO SST
1406	-1.5	-93.5	Hadley ENSO SST
